-5.073871076992548979e+01,-8.007581052944675548e+01
-5.073871076992548979e+01,-7.985023962462150848e+01
-5.073871076992548979e+01,-7.962466871979626148e+01
-5.073871076992548979e+01,-7.939909781497102870e+01
-5.073871076992548979e+01,-7.917352691014578170e+01
-5.073871076992548979e+01,-7.894795600532053470e+01
-5.073871076992548979e+01,-7.872238510049528770e+01
-5.073871076992548979e+01,-7.849681419567004070e+01
-5.073871076992548979e+01,-7.827124329084479371e+01
-5.073871076992548979e+01,-7.804567238601956092e+01
-5.073871076992548979e+01,-7.782010148119431392e+01
-5.073871076992548979e+01,-7.759453057636906692e+01
-5.073871076992548979e+01,-7.736895967154381992e+01
-5.073871076992548979e+01,-7.714338876671857292e+01
-5.073871076992548979e+01,-7.691781786189332593e+01
-5.073871076992548979e+01,-7.669224695706809314e+01
-5.073871076992548979e+01,-7.646667605224284614e+01
-5.073871076992548979e+01,-7.624110514741759914e+01
-5.073871076992548979e+01,-7.601553424259235214e+01
-5.073871076992548979e+01,-7.578996333776710514e+01
-5.073871076992548979e+01,-7.556439243294187236e+01
-5.073871076992548979e+01,-7.533882152811662536e+01
-5.073871076992548979e+01,-7.511325062329137836e+01
-5.073871076992548979e+01,-7.488767971846613136e+01
-5.073871076992548979e+01,-7.466210881364088436e+01
-5.073871076992548979e+01,-7.443653790881563737e+01
-5.073871076992548979e+01,-7.421096700399040458e+01
-5.073871076992548979e+01,-7.398539609916515758e+01
-5.073871076992548979e+01,-7.375982519433991058e+01
-5.073871076992548979e+01,-7.353425428951466358e+01
-5.073871076992548979e+01,-7.330868338468941658e+01
-5.073871076992548979e+01,-7.308311247986418380e+01
-5.073871076992548979e+01,-7.285754157503893680e+01
-5.073871076992548979e+01,-7.263197067021368980e+01
-5.073871076992548979e+01,-7.240639976538844280e+01
-5.073871076992548979e+01,-7.218082886056319580e+01
-5.073871076992548979e+01,-7.195525795573794881e+01
-5.073871076992548979e+01,-7.172968705091271602e+01
-5.073871076992548979e+01,-7.150411614608746902e+01
-5.073871076992548979e+01,-7.127854524126222202e+01
-5.073871076992548979e+01,-7.105297433643697502e+01
-5.073871076992548979e+01,-7.082740343161172802e+01
-5.073871076992548979e+01,-7.060183252678649524e+01
-5.073871076992548979e+01,-7.037626162196124824e+01
-5.073871076992548979e+01,-7.015069071713600124e+01
-5.073871076992548979e+01,-6.992511981231075424e+01
-5.073871076992548979e+01,-6.969954890748550724e+01
-5.073871076992548979e+01,-6.947397800266026024e+01
-5.073871076992548979e+01,-6.924840709783502746e+01
-5.073871076992548979e+01,-6.902283619300978046e+01
-5.073871076992548979e+01,-6.879726528818453346e+01
-5.073871076992548979e+01,-6.857169438335928646e+01
-5.073871076992548979e+01,-6.834612347853403946e+01
-5.073871076992548979e+01,-6.812055257370880668e+01
-5.073871076992548979e+01,-6.789498166888355968e+01
-5.073871076992548979e+01,-6.766941076405831268e+01
-5.073871076992548979e+01,-6.744383985923306568e+01
-5.073871076992548979e+01,-6.721826895440781868e+01
-5.073871076992548979e+01,-6.699269804958257168e+01
-5.073871076992548979e+01,-6.676712714475733890e+01
-5.073871076992548979e+01,-6.654155623993209190e+01
-5.073871076992548979e+01,-6.631598533510684490e+01
-5.073871076992548979e+01,-6.609041443028159790e+01
-5.073871076992548979e+01,-6.586484352545635090e+01
-5.073871076992548979e+01,-6.563927262063111812e+01
-5.073871076992548979e+01,-6.541370171580587112e+01
-5.073871076992548979e+01,-6.518813081098062412e+01
-5.073871076992548979e+01,-6.496255990615537712e+01
-5.073871076992548979e+01,-6.473698900133013012e+01
-5.073871076992548979e+01,-6.451141809650488312e+01
-5.073871076992548979e+01,-6.428584719167965034e+01
-5.073871076992548979e+01,-6.406027628685440334e+01
-5.073871076992548979e+01,-6.383470538202915634e+01
-5.073871076992548979e+01,-6.360913447720390934e+01
-5.073871076992548979e+01,-6.338356357237866234e+01
-5.073871076992548979e+01,-6.315799266755342245e+01
-5.073871076992548979e+01,-6.293242176272818256e+01
-5.073871076992548979e+01,-6.270685085790293556e+01
-5.073871076992548979e+01,-6.248127995307768856e+01
-5.073871076992548979e+01,-6.225570904825244156e+01
-5.073871076992548979e+01,-6.203013814342720167e+01
