0.000000000000000000e+00,-7.341819098619588486e-03,-2.948706723859939594e-02,1.099054486888516487e-02,2.666632827695019151e-02,3.800174938477567099e-02,4.319769725049394521e-02,4.997287766223892230e-02,2.983564677035651161e-02,6.338296514417540023e-03,-5.845230941275261598e-03,2.574629579341810789e-02,-5.634433801515295430e-03,1.154017483749606929e-02,9.687658734565167407e-03,1.067577229933887838e-02,-2.001423420961473756e-02,-3.141179134745298446e-02,-3.194721182166308099e-02,-7.936000712880095578e-03,-3.007951056825955861e-03,7.291184863551534133e-03
0.000000000000000000e+00,3.735706358083763778e-02,2.726463086003137748e-02,6.972909641260641167e-02,7.724908417331800836e-02,6.506423933054597541e-02,3.997471355887120825e-02,1.025084067774870572e-01,1.771938838495306645e-01,1.465019180914053643e-01,3.698351348642674868e-02,-1.615188054397893869e-02,3.793530124129963071e-02,8.316009729935068540e-02,9.022096738035259578e-02,5.908716627450165404e-02,9.549242324956117023e-03,6.507466724295692118e-02,1.167149127593687663e-01,1.209126241021555581e-01,1.301022603596314053e-01,1.112020619733492810e-01
0.000000000000000000e+00,1.523044076993731663e-02,6.687900626038363605e-02,9.819385437316840992e-02,6.781101896699787135e-02,2.786972425924277505e-02,1.435775788546536300e-02,-9.500211518189197873e-03,-1.302943421158575879e-02,-1.570384748854514873e-02,-3.016990981717793119e-02,-5.148297434390450289e-02,-4.700875082246026848e-02,-3.000200854701964848e-02,1.507408248631765188e-02,9.491174401521002002e-03,6.965692710266884261e-03,3.235784724798225487e-02,6.454844402941246895e-02,1.029862452123554428e-01,1.351347821839380958e-01,1.414207950577805462e-01
0.000000000000000000e+00,1.335605220075961053e-02,-2.123264406630937656e-02,-3.112197484342771325e-02,-1.496878008060480159e-02,-4.954562805076408866e-02,-1.272118134333189154e-01,-1.530386902277455774e-01,-2.032301306881147962e-01,-2.454895418705575483e-01,-2.705911890949493914e-01,-2.922139452114084213e-01,-2.714471012933183380e-01,-3.064739302893176864e-01,-2.815492311064792252e-01,-1.980141439491541477e-01,-1.495153199839973079e-01,-2.015126348653598909e-01,-1.877610881377432539e-01,-1.392116389524122588e-01,-1.656886350555267784e-01,-1.610511083408747157e-01
0.000000000000000000e+00,-4.758865213923012261e-02,-7.124767110533436476e-02,-1.035258550902187352e-01,-1.992298268609055401e-01,-2.549128763698644828e-01,-2.339978200245643181e-01,-2.778288131790587756e-01,-3.519873902001877108e-01,-4.312001719883711837e-01,-4.605809422673319831e-01,-4.459398798991111024e-01,-4.835520351487474500e-01,-4.590636875475232470e-01,-4.605187140078124686e-01,-4.817534236204596976e-01,-5.112359091843001746e-01,-4.776996641954470157e-01,-5.023364886128571793e-01,-5.537766505026531227e-01,-5.651129646146796359e-01,-5.111944615454221408e-01
0.000000000000000000e+00,-7.270085688834056203e-02,-1.156304504800180627e-01,-8.956619923722401733e-02,-7.038661263577820904e-02,-9.270507037081829327e-02,-1.517066311430187719e-01,-1.912783577166715099e-01,-2.492999839165550846e-01,-3.025977797123877155e-01,-2.947540998825319836e-01,-2.715007478305928035e-01,-1.750617518509204606e-01,-1.332177652439683613e-01,-1.067350226746850012e-01,-5.842003187939302095e-02,-1.014439262646068263e-01,-9.787556683740616936e-02,-7.871797278448275370e-02,-1.134530303235383453e-01,-1.043333825082418120e-01,-6.156765906436709873e-02
0.000000000000000000e+00,1.919365668028936642e-02,1.070548262139632209e-04,-2.620415261235289547e-02,-2.805019357020408291e-02,6.454410988110140419e-03,9.836234808200155361e-03,3.594374942640549131e-02,3.293473837088877268e-03,-1.281337056116778061e-01,-1.620841074659759573e-01,-1.602411312875040017e-01,-2.318204076333950370e-01,-2.855558559223511095e-01,-3.607828999391504698e-01,-4.039016609842226435e-01,-4.044946129211283714e-01,-3.918180069951834876e-01,-4.031546385469965688e-01,-4.466375966907143447e-01,-4.274806851580952305e-01,-4.025954272832347747e-01
0.000000000000000000e+00,-2.507844801292736028e-02,-9.072671504892830530e-02,-1.044049230679092027e-01,-1.447191090382456136e-01,-1.432938547936612739e-01,-1.451387513207047231e-01,-1.827695079503497688e-01,-2.066260409570198631e-01,-2.290465032884168861e-01,-2.520924029942526179e-01,-2.338216866751305079e-01,-2.634618397523473265e-01,-1.847643687555713121e-01,-1.583351806679514640e-01,-1.765422147666850239e-01,-2.106477301651420997e-01,-1.998350645201377729e-01,-2.017170121050656795e-01,-2.994592326984495401e-01,-3.137362004226352807e-01,-3.364698470239689820e-01
0.000000000000000000e+00,9.766704228569208016e-03,1.647337773830036614e-02,3.084520164912331330e-02,-3.153815793006125526e-03,-1.665830951322323436e-02,2.506172079167227201e-02,3.547751227971330384e-02,1.070216272275248542e-01,1.179826206058366689e-01,1.418693958407365729e-01,1.694964329192885644e-01,2.109285261055743321e-01,2.183879055548289261e-01,2.313757634778890460e-01,1.924464654191456181e-01,2.180258127312205974e-01,2.644658751116675255e-01,2.812154980238215640e-01,2.833290067928467826e-01,2.615716203169970444e-01,2.608206994463607153e-01
0.000000000000000000e+00,-1.595778708131470082e-03,-2.221401793174690442e-02,8.000934133745880167e-03,2.129148622434710088e-03,-2.269371862611417601e-02,-5.077179458004863616e-02,2.379908669575375030e-02,6.760046990912382814e-02,9.871092820427228298e-02,8.974303532386758431e-02,1.062719682386212283e-01,1.594804276597790171e-01,2.000674026957664775e-01,2.615096486595995806e-01,2.936208827434209634e-01,3.151820996702264788e-01,3.374714904811823013e-01,3.664651457806785140e-01,3.429635366138699126e-01,3.428940688784666291e-01,3.440730881383221584e-01
