1.402010595615953203e+00,1.845725576278753666e+00,1.745929965069517475e+00
3.464803017734084389e-01,6.414881139788777276e-01,7.715506131374276766e-01
5.745156229385175450e-01,9.970312289148575147e-02,5.300374826742337842e-02
7.067806277964263639e-01,1.138888118752278356e+00,1.672693719353526731e+00
1.472760637386702154e+00,2.101346856435295507e+00,2.275726198420394475e+00
1.698863796776626245e+00,2.039720013143494715e+00,2.852390554831829128e+00
1.603008723257109525e+00,1.866581828176975044e+00,3.422299887402914020e+00
5.513093660734593726e-01,5.206512248688377476e-01,6.913605856108480108e-01
2.380625917855638818e-02,2.451062456434591752e-01,1.159907479869201730e+00
3.835962432420347845e-01,7.312175044659525724e-01,1.037893740513826657e-01
3.235397382695693658e+00,4.702579234313918555e+00,6.005201107793254778e+00
1.593829960071947438e+00,2.237968698082025920e+00,2.360265584586188403e+00
