nan,nan,nan
nan,nan,nan
nan,nan,nan
1.479357484024047764e+00,2.165074070373535164e+00,2.376199269378661327e+00
1.768315596343994045e+00,2.169241713684082029e+00,2.468586273010254573e+00
2.949669007446289015e+00,2.895576572387694725e+00,3.498403056091309082e+00
1.811456041072845302e+00,1.830901514434814636e+00,1.212001256225585522e+00
4.502659194641113194e-01,4.074554580802918213e-01,1.827538908004759932e-01
8.699301031570434439e-01,3.646460929036140497e-01,1.135792821002006570e-01
4.287805407257079260e-01,1.094893062400817740e+00,1.747125097770691138e+00
4.963562956237792534e-01,1.274464607727050947e+00,2.938071721984863771e+00
1.193217000701904507e+00,2.962786749267580788e-01,1.965631930236817482e-01
