7.776060170866548604e-02,3.185393578861839825e-01,2.940899896770715616e-01
-3.911465745454188458e-01,-3.660062650269828577e-01,-3.141188357817008975e-02
4.190143539090641078e-01,6.112474804790690719e-01,2.588668750710785282e-01
-6.531237553916870997e-01,-6.537624961901455922e-01,-5.249906176894437726e-01
-1.422043743333779309e-01,-1.088631258327513868e-01,-1.188918729452416306e-01
-1.684211264356970883e+00,-1.890074349046684699e+00,-2.331795566608663606e+00
-1.681746853664517483e+00,-2.137317457499913864e+00,-2.842816810539923633e+00
-1.627489368397742497e+00,-1.882325598722789373e+00,-2.400431195782497529e+00
1.478078071360476420e+00,2.494386822883505328e+00,3.134714979584794392e+00
3.920413624615874060e+00,5.468537365545053319e+00,6.411343033990823059e+00
1.427311817798763594e+00,1.811907451910432343e+00,1.911316210473422039e+00
1.639894933456554904e+00,1.949276192290708476e+00,2.383734947279095628e+00
