7.776060170866548604e-02,3.185393578861839825e-01,2.940899896770715616e-01
-3.911465745454188458e-01,-3.660062650269828577e-01,-3.141188357817008975e-02
4.190143539090641078e-01,6.112474804790690719e-01,2.588668750710785282e-01
4.504463775858313035e+00,7.228664441309854638e+00,8.017665351060555778e+00
8.282370281916621835e+00,1.222968534291724829e+01,1.353696456455475960e+01
6.117712610643028626e+00,9.638785838453314270e+00,9.825391402141336883e+00
8.692669900854823606e-01,2.671816917500086319e+00,3.300163220710075951e+00
-7.218291808977425061e-01,-5.076495362227892993e-01,-1.375051508282497448e+00
4.860838838604764067e-01,2.057913385383505211e+00,3.359553729584794368e+00
1.298717405865874142e+00,2.855092834295053450e+00,3.113569127740822839e+00
-5.246306307201236585e+00,-6.322911579339567822e+00,-9.563669383276579339e+00
-1.362215347793444886e+00,-2.640219745209291258e+00,-4.465270802720904264e+00
